"","CPSID","CPSIDP","public_housing","age","female","race","marital_status","veteran","employed","education","worked_last_year","total_income_last_year","wage_income_last_year","own_farm_income_last_year","private_health_insurance","medicaid","class_of_worker","class_of_worker_last_year","union","earnings"
"147151",20181206324200,20181206324201,NA,55,0,1,1,0,1,81,1,156003,156000,0,1,0,21,22,0,1038
"147153",20181206324200,20181206324203,NA,26,1,1,6,1,1,91,1,47002,43000,0,1,0,21,22,0,925
"147154",20181206307400,20181206307401,NA,71,0,1,1,1,1,92,1,95200,80000,0,1,0,25,25,1,1538
"147155",20181206307400,20181206307402,NA,57,1,1,1,0,1,91,1,58600,55000,0,1,0,21,22,0,1058
"147172",20181206281200,20181206281201,0,41,1,1,1,0,1,91,1,25000,25000,0,0,0,21,22,0,1080
"147173",20181206281200,20181206281202,0,49,0,1,1,0,1,91,1,25000,25000,0,0,0,21,22,0,1200
"147176",20181206271000,20181206271001,1,42,1,1,3,0,1,30,1,25000,25000,0,1,0,27,27,0,480
"147177",20181206271000,20181206271003,1,23,1,1,6,0,1,73,1,20000,20000,0,0,1,21,22,0,400
"147192",20171206407900,20171206407902,NA,37,1,1,1,0,1,92,1,27500,27300,0,1,0,21,22,0,831
"147204",20181206311700,20181206311701,NA,43,0,1,4,0,1,111,1,178851,173000,0,1,0,21,22,0,2885
"147212",20171206420900,20171206420906,NA,25,1,1,3,0,1,73,1,7500,4500,0,1,0,21,22,0,440
"147222",20171206420600,20171206420601,NA,66,1,1,1,0,1,123,1,17681,2000,0,1,0,28,28,0,80
"147224",20181206292400,20181206292401,NA,30,1,6,1,0,1,73,1,8017,8000,0,1,0,21,22,0,120
"147225",20181206292400,20181206292402,NA,28,0,6,1,0,1,92,1,31206,30000,0,1,0,21,22,0,750
"147229",20181206292400,20181206292406,NA,28,1,6,6,0,1,92,1,32761,32761,0,1,0,21,22,0,863
"147230",20181206292400,20181206292407,NA,28,1,6,6,0,1,73,1,30000,30000,0,0,0,21,22,0,863
"147237",20171206378500,20171206378502,0,26,1,1,6,0,1,111,1,44300,43000,0,1,0,27,27,0,827
"147243",20181206326800,20181206326802,0,40,0,6,1,0,1,111,1,60200,60000,0,1,0,21,22,0,1500
"147247",20171206405000,20171206405002,NA,56,1,1,6,0,1,111,1,30750,30000,0,1,0,21,22,0,673
"147252",20181206288500,20181206288502,NA,43,0,1,6,0,1,111,1,70000,56000,0,1,0,27,27,0,2600
"147274",20181206327500,20181206327501,NA,21,0,2,6,0,1,73,1,22000,22000,0,1,0,21,22,0,275
"147275",20181206327500,20181206327504,NA,22,1,2,6,0,1,73,1,16900,16900,0,1,0,21,22,0,426
"147276",20181206327500,20181206327502,NA,47,1,2,2,0,1,73,1,25000,25000,0,0,0,21,22,0,720
"147278",20181206307000,20181206307001,NA,48,0,1,1,1,1,123,1,92015,90000,0,1,0,28,28,0,1744
"147279",20181206307000,20181206307002,NA,60,1,1,1,0,1,123,1,70015,70000,0,1,0,21,22,0,1250
"147285",20181206274400,20181206274401,NA,56,1,1,4,0,1,73,1,30110,30000,0,1,0,21,22,0,800
"147286",20181206274400,20181206274402,NA,28,0,1,6,0,1,73,1,38000,38000,0,1,0,21,22,0,923
"147287",20181206274400,20181206274403,NA,21,0,1,6,0,1,40,0,0,0,0,0,0,21,0,0,400
"147315",20181206275800,20181206275801,0,26,1,1,6,0,1,111,1,49305,49000,0,1,0,21,22,0,827
"147316",20181206275800,20181206275802,0,26,0,1,6,0,1,111,1,107250,96000,0,1,0,21,22,0,1587
"147340",20171206395700,20171206395701,0,31,1,1,4,0,1,111,1,73511,72000,0,1,0,21,22,0,1154
"147347",20181206268600,20181206268601,0,27,0,1,6,0,1,91,1,30000,30000,0,1,0,21,22,0,843
"147350",20181206313600,20181206313601,NA,23,0,1,1,0,1,81,1,39201,46000,0,1,0,21,22,0,827
"147351",20181206313600,20181206313602,NA,24,1,1,1,0,1,81,1,16900,16900,0,1,0,21,22,0,400
"147352",20181206313600,20181206313603,NA,21,1,1,1,0,1,91,1,20000,20000,0,1,0,21,22,0,383
"147353",20181206313600,20181206313604,NA,23,0,1,1,0,1,73,1,30000,30000,0,1,0,21,22,0,769
"147355",20181206313600,20181206313607,NA,30,0,1,6,0,1,111,1,15000,15000,0,0,0,21,25,0,481
"147356",20181206313600,20181206313606,NA,26,0,1,6,0,1,73,1,27360,27360,0,1,0,21,22,1,600
"147392",20181206273900,20181206273901,0,33,1,3,1,0,1,123,1,100000,100000,0,1,0,21,22,1,1923
"147393",20181206273900,20181206273902,0,37,0,6,1,0,1,111,1,35000,35000,0,1,0,21,22,0,673
"147420",20171206427500,20171206427505,0,50,0,1,4,0,1,73,1,55000,55000,0,1,0,21,22,0,440
"147421",20171206427500,20171206427504,0,26,0,1,6,0,1,111,1,23200,23200,0,0,0,21,22,0,730
"147430",20190306307500,20190306307501,NA,54,0,1,1,1,1,91,1,72937,66000,0,1,0,21,22,0,1269
"147431",20190306307500,20190306307502,NA,54,1,1,1,0,1,73,1,62020,62000,0,1,0,21,22,0,1080
"147435",20181206319900,20181206319901,NA,47,1,1,6,0,1,111,1,80658,80000,0,1,0,21,22,0,1538
"147439",20181206306500,20181206306501,NA,52,1,1,4,0,1,92,1,38500,38000,0,1,0,21,22,0,731
"147440",20181206306500,20181206306502,NA,29,1,1,6,0,1,111,1,45500,44000,0,1,0,21,22,0,673
"147476",20171206401200,20171206401201,NA,57,0,1,1,0,1,91,1,93204,85000,0,1,0,21,22,0,1635
"147478",20171206401200,20171206401204,NA,23,0,1,6,0,1,111,1,10200,7200,0,1,0,28,28,0,600
"147492",20171206388100,20171206388101,NA,52,0,1,1,1,1,123,1,79330,79000,0,1,0,21,22,0,1519
"147493",20171206388100,20171206388102,NA,53,1,1,1,0,1,111,1,65165,65000,0,1,0,21,22,0,1288
"147494",20171206388100,20171206388103,NA,21,1,1,6,0,1,81,1,7565,5000,0,1,0,21,22,0,560
"147512",20171206407700,20171206407701,NA,34,0,1,1,0,1,73,1,45772,45760,0,1,0,21,22,0,880
"147513",20171206407700,20171206407702,NA,33,1,1,1,0,1,81,1,51063,44886,0,1,0,28,28,0,863
"147519",20171206432300,20171206432301,NA,41,1,1,1,0,1,73,1,18050,18000,0,1,0,21,22,0,480
"147520",20171206432300,20171206432302,NA,37,0,1,1,0,1,123,1,100022,100000,0,1,0,21,22,0,2000
"147529",20171206432600,20171206432601,NA,61,1,1,4,0,1,111,1,72821,72800,0,1,0,21,22,0,1400
"147534",20171206389400,20171206389401,0,41,0,1,4,0,1,111,1,60101,60000,0,1,0,21,22,0,1154
"147535",20171206389400,20171206389402,0,42,1,1,6,0,1,111,1,36101,36000,0,1,0,21,22,0,731
"147580",20181206298800,20181206298801,NA,42,0,1,1,0,1,111,1,95070,95000,0,1,0,21,22,0,1731
"147582",20181206298800,20181206298808,NA,17,0,1,6,0,1,50,1,3110,3100,0,1,0,21,22,0,60
"147604",20181206327100,20181206327101,0,40,0,1,4,1,1,123,1,72500,70000,0,1,0,21,22,1,1154
"147606",20181206290400,20181206290402,0,35,0,1,1,0,1,111,1,87000,87000,0,1,0,21,22,0,877
"147635",20181206322400,20181206322401,0,23,1,1,6,0,1,111,1,65000,65000,0,1,0,21,22,0,1038
"147636",20181206322400,20181206322405,0,24,1,1,6,0,1,111,1,98311,94300,0,1,0,21,22,0,880
"147637",20181206322400,20181206322403,0,23,1,1,6,0,1,111,1,50000,50000,0,1,0,21,22,0,1000
"147638",20181206322400,20181206322404,0,22,1,1,6,0,1,111,1,25045,25000,0,1,0,21,22,0,904
"147639",20181206322400,20181206322402,0,21,1,1,6,0,1,111,1,60000,60000,0,1,0,21,22,0,673
"147647",20181206290800,20181206290803,NA,61,1,1,4,0,1,111,1,20015,20000,0,1,0,21,22,0,192
"147648",20181206290800,20181206290804,NA,20,1,1,6,0,1,73,1,36014,36000,0,1,0,21,22,0,692
"147651",20181206291000,20181206291001,NA,38,0,1,1,1,1,111,1,44732,41599,0,1,0,25,25,1,928
"147652",20181206291000,20181206291002,NA,33,1,1,1,0,1,81,1,36411,36000,0,1,0,21,22,0,737
"147656",20181206297600,20181206297601,0,40,1,1,1,0,1,73,1,30000,30000,0,0,0,21,22,0,800
"147657",20181206297600,20181206297602,0,45,0,1,1,0,1,50,1,21000,21000,0,0,0,21,22,0,440
"147725",20171206379300,20171206379301,NA,30,0,1,1,0,1,73,1,70000,70000,0,1,0,21,22,0,962
"147726",20171206379300,20171206379302,NA,31,1,1,1,0,1,73,1,51500,49000,0,1,0,21,22,0,577
"147727",20171206424300,20171206424301,NA,61,0,1,1,0,1,81,1,25001,25000,0,1,0,27,27,1,641
"147728",20171206424300,20171206424302,NA,61,1,1,1,0,1,81,1,35010,35000,0,1,0,21,22,0,428
"147731",20171206424300,20171206424308,NA,37,0,1,1,0,1,111,1,40200,40000,0,1,0,21,22,0,769
"147749",20181206302500,20181206302501,NA,72,0,2,1,0,1,81,1,177072,75886,0,1,0,21,22,0,2885
"147751",20181206302500,20181206302503,NA,21,1,1,6,0,1,81,1,40000,40000,0,0,0,28,22,0,480
"147784",20171206403500,20171206403503,NA,26,0,1,6,1,1,111,1,21000,9000,0,0,0,21,22,0,360
"147793",20181206308700,20181206308701,0,80,0,1,4,0,1,73,1,36320,20000,0,0,0,21,22,0,330
"148185",20171206412700,20171206412702,NA,63,0,1,1,1,1,111,1,33688,32480,0,1,0,21,27,0,448
"148194",20171206399300,20171206399301,NA,31,1,1,2,0,1,111,1,73000,73000,0,1,0,21,22,0,1404
"148195",20171206399300,20171206399303,NA,39,1,1,1,0,1,111,1,98000,98000,0,1,0,21,22,1,1076
"148196",20171206399300,20171206399302,NA,36,0,8,1,1,1,91,1,78000,78000,0,1,0,28,28,0,1000
"148208",20181206318900,20181206318901,NA,55,0,1,4,0,1,73,1,50001,50000,0,1,0,21,22,0,1009
"148210",20181206310600,20181206310601,0,39,1,1,4,0,1,81,1,8200,7000,0,1,0,21,22,0,135
"148212",20181206310600,20181206310603,0,48,0,1,4,0,1,73,1,30000,30000,0,1,0,21,22,0,577
"148220",20171206438700,20171206438701,NA,74,1,1,5,0,1,50,1,60000,12000,0,1,0,21,22,0,231
"148307",20181203919800,20181203919801,NA,37,0,1,1,0,1,81,1,70013,70000,0,1,0,28,28,0,2885
"148313",20171203985900,20171203985901,NA,52,0,1,5,0,1,73,1,30000,30000,0,1,0,21,22,0,240
"148375",20171203982500,20171203982501,NA,57,0,1,1,1,1,73,1,79123,79000,0,1,0,21,22,1,1600
"148388",20171203986900,20171203986902,0,27,1,1,2,0,1,73,1,22001,22000,0,0,1,21,22,0,390
"148445",20171203982800,20171203982802,NA,59,1,1,6,0,1,81,1,24000,24000,0,1,0,21,22,0,300
"148446",20171203982800,20171203982803,NA,19,1,1,6,0,1,73,1,5000,5000,0,1,0,21,22,0,330
"148447",20171203986400,20171203986401,NA,28,0,1,1,0,1,81,1,32400,30000,0,1,0,21,22,1,1500
"148448",20171203986400,20171203986402,NA,28,1,1,1,0,1,111,1,28000,28000,0,1,0,28,22,0,600
"148482",20181203920100,20181203920101,0,42,0,1,6,0,1,73,1,45000,45000,0,1,0,21,22,0,865
"148483",20181203912600,20181203912601,NA,49,0,1,1,0,1,50,1,85000,85000,0,0,0,21,22,1,640
"148485",20181203915500,20181203915501,NA,54,1,1,4,0,1,73,1,50000,50000,0,1,0,21,22,0,608
"148500",20181203897700,20181203897701,0,57,1,1,2,0,1,81,1,65000,65000,0,1,0,25,25,1,1250
"148515",20181203893500,20181203893501,NA,68,1,1,4,0,1,73,1,62872,35756,0,0,0,21,22,0,600
"148528",20181203861300,20181203861301,0,22,0,1,6,0,1,111,0,0,0,0,1,0,21,0,0,807
"148543",20181203892600,20181203892602,NA,31,0,1,1,0,1,73,1,34025,34000,0,1,0,21,22,0,700
"148584",20171203952300,20171203952301,NA,72,0,1,1,0,1,123,1,96050,96000,0,1,0,21,22,0,2230
"148585",20171203952300,20171203952302,NA,80,1,1,1,0,1,111,1,61291,61191,0,1,0,21,22,0,400
"148613",20171203960400,20171203960401,0,60,0,1,1,0,1,50,1,69500,60000,0,0,0,21,22,0,668
"148614",20171203960400,20171203960402,0,61,1,1,1,0,1,81,1,38501,38400,0,0,0,21,22,0,440
"148615",20171203960400,20171203960404,0,22,1,1,6,0,1,81,1,6505,2500,0,0,0,21,22,0,420
"148616",20171203960400,20171203960403,0,20,0,1,6,0,1,73,1,15010,15000,0,0,0,21,22,0,300
"148617",20171203906400,20171203906401,0,26,0,6,6,0,1,92,1,23002,23000,0,0,1,21,22,0,520
"148626",20171203913900,20171203913901,0,59,1,1,1,0,1,73,1,44135,43000,0,1,0,21,22,0,840
"148632",20181203849500,20181203849501,NA,42,1,1,1,0,1,40,1,20001,20000,0,0,0,21,22,0,1230
"148633",20181203849500,20181203849502,NA,41,0,1,1,0,1,40,1,25001,25000,0,0,0,21,22,0,769
"148688",20171203975300,20171203975301,NA,50,0,1,1,0,1,81,1,77012,65002,0,1,0,21,22,1,1200
"148689",20171203975300,20171203975302,NA,55,1,1,1,0,1,111,1,41202,40002,0,1,0,21,22,0,800
"148690",20171203975300,20171203975304,NA,25,1,1,6,0,1,81,1,27022,27002,0,1,0,21,22,0,594
"148702",20181203861800,20181203861802,NA,64,0,1,1,0,1,50,1,17005,17000,0,0,1,21,22,0,300
"148703",20181203861800,20181203861803,NA,34,0,1,6,0,1,73,1,18000,18000,0,0,1,21,22,0,490
"148710",20181203893200,20181203893201,0,50,1,1,4,0,1,111,1,52650,50640,0,1,0,27,27,0,974
"148711",20181203893200,20181203893203,0,55,0,1,4,0,1,81,1,158965,158670,0,1,0,21,22,0,2885
"148717",20171203914000,20171203914001,NA,46,0,1,4,0,1,81,1,70030,70000,0,1,0,21,25,0,1041
"148720",20171203914000,20171203914004,NA,37,1,1,6,0,1,111,1,90220,85000,0,1,0,21,22,0,1600
"148735",20181203892400,20181203892403,NA,26,1,6,6,0,1,111,1,100000,100000,0,1,0,21,22,0,616
"148736",20181203892400,20181203892406,NA,60,1,6,1,0,1,73,1,33300,33000,0,1,0,21,22,0,13
"148737",20181203892400,20181203892404,NA,51,0,6,1,0,1,73,1,28601,28600,0,1,0,21,22,0,760
"148738",20181203856000,20181203856001,0,36,0,1,6,0,1,81,1,26002,26002,0,1,0,21,22,0,600
"148892",20171203970300,20171203970301,NA,61,0,1,1,0,1,124,1,102946,102000,0,1,0,21,22,0,2000
"148893",20171203970300,20171203970302,NA,61,1,1,1,0,1,125,1,211151,198000,0,1,0,25,25,1,1900
"148901",20181203841800,20181203841801,NA,32,0,1,1,1,1,111,1,100565,92000,0,1,0,21,22,0,1000
"148902",20181203841800,20181203841802,NA,32,1,1,1,0,1,111,1,60115,30000,0,1,0,21,22,0,554
"148908",20171203913400,20171203913403,NA,25,1,1,6,0,1,73,1,19000,19000,0,1,0,21,22,0,640
"148909",20171203913400,20171203913404,NA,22,0,1,6,0,1,73,1,45010,45000,0,0,0,21,22,0,300
"148910",20171203977100,20171203977101,NA,59,0,1,4,1,1,92,1,70125,70000,0,1,0,21,22,0,1346
"148967",20171203944400,20171203944401,0,42,0,8,1,0,1,73,1,104000,104000,0,0,0,21,22,0,1320
"148968",20171203944400,20171203944402,0,41,1,1,1,0,1,73,1,20000,20000,0,0,0,21,22,0,920
"148975",20181203895900,20181203895901,NA,34,1,1,1,0,1,123,1,80100,80000,0,1,0,21,22,0,1538
"148976",20181203895900,20181203895902,NA,28,0,1,1,0,1,111,1,80000,80000,0,1,0,21,22,0,1538
"149008",20181203852700,20181203852701,NA,46,1,6,1,0,1,81,1,5500,5500,0,1,0,21,22,0,1500
"149009",20181203852700,20181203852702,NA,45,0,1,1,1,1,81,1,100017,100002,0,1,0,21,22,0,2300
"149020",20181203878400,20181203878402,0,31,0,6,1,0,1,111,1,58000,58000,0,0,1,21,22,0,1115
"149035",20181203852900,20181203852901,NA,49,0,1,4,0,1,123,1,99203,98000,0,1,0,28,28,1,1885
"149044",20171203922800,20171203922802,NA,56,1,1,6,0,1,73,1,61248,48000,0,1,0,21,22,0,1153
"149046",20171203922800,20171203922805,NA,28,1,1,3,0,1,73,1,4000,4000,0,0,0,21,22,0,99
"149077",20181203834500,20181203834502,NA,39,0,1,1,0,1,123,1,53642,52000,0,1,0,28,28,1,1000
"149081",20181203839200,20181203839201,NA,62,0,1,1,1,1,73,1,108892,105000,0,1,0,21,22,0,1712
"149082",20181203839200,20181203839202,NA,62,1,1,1,0,1,111,1,36003,36000,0,1,0,21,22,0,808
"149083",20181203883600,20181203883601,NA,30,1,1,4,1,1,81,1,51072,30700,0,0,0,25,25,0,214
"149084",20181203872100,20181203872101,0,28,1,2,4,0,1,81,1,43160,42000,0,1,0,21,22,1,923
"149090",20171203950400,20171203950402,NA,62,0,1,4,0,1,73,0,0,0,0,0,0,28,0,0,746
"149128",20171203981900,20171203981903,NA,36,1,6,2,1,1,111,1,63710,63600,0,1,0,25,25,0,1223
"149138",20171203971300,20171203971301,NA,60,0,1,1,0,1,73,1,52402,50000,0,1,0,21,22,1,1200
"149142",20171203916400,20171203916402,0,19,0,1,6,0,1,81,1,12000,12000,0,1,0,21,22,1,916
"149150",20181203899500,20181203899501,NA,49,0,6,1,1,1,73,1,75108,75000,0,1,0,21,22,0,1500
"149151",20181203899500,20181203899502,NA,37,1,1,1,0,1,81,1,26401,26000,0,1,0,28,28,0,480
"149204",20181203860000,20181203860001,0,66,0,1,1,1,1,81,1,65770,65000,0,1,0,25,25,0,1200
"149207",20181203868600,20181203868604,NA,41,0,8,6,0,1,81,1,26000,26000,0,1,0,21,22,0,500
"149216",20181203842800,20181203842801,NA,47,1,2,4,0,1,91,1,150012,150000,0,1,0,21,22,0,2885
"149217",20181203842800,20181203842802,NA,18,1,2,6,0,1,81,1,22500,22500,0,1,0,21,22,0,560
"149218",20181203842800,20181203842803,NA,50,0,2,4,1,1,81,1,150081,150000,0,1,0,28,28,0,1240
"149228",20190203907900,20190203907901,NA,48,0,1,4,0,1,81,1,97005,95000,0,1,0,21,22,0,1750
"149246",20181203845700,20181203845702,0,40,0,6,6,1,1,123,1,70000,70000,0,1,0,21,22,0,1826
"149248",20181203845800,20181203845802,0,19,1,1,6,0,1,81,1,6000,6000,0,1,0,21,22,0,197
"149254",20171203945100,20171203945102,NA,47,0,1,4,1,1,81,1,81033,81000,0,1,0,21,22,1,1806
"149255",20181203870400,20181203870401,NA,41,1,2,6,0,1,92,1,47756,32000,0,1,0,28,22,0,450
"149319",20181203904200,20181203904202,NA,58,1,6,1,0,1,71,1,11020,11020,0,1,0,21,22,0,20
"149320",20181203904200,20181203904204,NA,27,0,6,6,0,1,81,1,9220,6720,0,1,0,21,22,0,420
"149326",20181203864500,20181203864501,NA,52,0,1,1,0,1,111,1,132400,125000,0,1,0,21,22,0,2385
"149327",20181203864500,20181203864502,NA,49,1,1,1,0,1,111,1,185000,85000,0,1,0,21,22,0,1635
"149328",20181203864500,20181203864503,NA,18,0,1,6,0,1,73,1,5000,5000,0,1,0,21,22,0,135
"149330",20181203865400,20181203865401,0,54,0,1,1,0,1,81,1,20001,20000,0,0,0,21,22,0,580
"149331",20181203865400,20181203865402,0,51,1,1,1,0,1,92,1,22001,15000,0,0,0,25,25,0,920
"149332",20181203865400,20181203865404,0,21,0,1,6,0,1,60,1,16000,16000,0,0,0,21,22,1,400
"149343",20181203900600,20181203900601,0,33,0,1,3,0,1,92,1,20800,20800,0,0,0,21,22,0,400
"149344",20181203900600,20181203900602,0,44,1,1,6,0,1,73,1,27900,27200,0,0,0,28,28,0,680
"149376",20181203841500,20181203841501,0,45,0,1,1,0,1,81,1,74780,44000,0,1,0,21,22,0,1750
"149377",20181203841500,20181203841502,0,42,1,1,1,0,1,111,1,45067,45000,0,1,0,21,22,0,957
"149381",20181203859500,20181203859501,NA,32,0,6,4,0,1,71,1,64000,64000,0,1,0,21,22,0,560
"149383",20181203859800,20181203859802,NA,53,1,1,1,0,1,81,1,36650,36000,0,1,0,21,22,1,458
"149451",20181203857300,20181203857301,0,66,1,1,1,0,1,81,1,32799,24000,0,1,0,21,22,0,240
"149473",20181203907800,20181203907801,NA,45,0,1,1,0,1,81,1,38100,36000,0,1,0,21,22,0,450
"149474",20181203907800,20181203907802,NA,45,1,1,1,0,1,111,1,52100,52000,0,1,0,21,22,0,1160
"149497",20181203899400,20181203899401,NA,56,0,1,4,0,1,81,1,130000,130000,0,1,0,21,22,1,2885
"149499",20171203962900,20171203962901,0,33,0,8,1,0,1,73,1,41586,41000,0,1,0,21,22,0,970
"149500",20171203962900,20171203962902,0,32,1,8,1,0,1,73,1,22417,22417,0,1,0,21,22,0,480
"149524",20171203947700,20171203947702,NA,32,1,1,1,0,1,73,1,50000,50000,0,1,0,21,22,0,480
"149536",20181203848900,20181203848901,0,69,0,1,2,0,1,81,1,83000,50000,0,1,0,21,22,0,800
"149537",20181203848900,20181203848902,0,40,1,1,6,0,1,111,1,70002,70000,0,1,0,21,22,0,1346
"149551",20171203927300,20171203927301,0,40,0,6,1,0,1,111,1,36001,36000,0,1,0,21,22,0,500
"149567",20171203907900,20171203907904,0,51,0,1,1,0,1,111,1,58000,58000,0,1,1,21,22,0,1288
"149578",20181203907900,20181203907902,NA,17,0,1,6,1,1,60,1,20000,20000,0,1,0,21,22,0,615
"149580",20181203907900,20181203907903,NA,36,1,1,6,0,1,73,1,22000,22000,0,1,0,21,22,0,920
"149587",20181203908900,20181203908902,NA,42,1,1,1,0,1,73,1,23000,23000,0,0,1,21,22,0,674
"149588",20181203908900,20181203908910,NA,17,0,1,6,0,1,50,1,30301,30000,0,0,1,21,22,0,288
"149593",20181203908900,20181203908903,NA,15,1,1,4,NA,1,111,1,48000,48000,0,0,1,21,22,0,252
"149608",20181203864600,20181203864601,NA,36,0,1,6,0,1,81,1,90001,90000,0,1,0,21,22,0,1765
"149609",20181203864400,20181203864401,NA,56,0,1,1,0,1,123,1,68715,68000,0,1,0,21,22,0,1308
"149610",20181203864400,20181203864402,NA,47,1,1,1,0,1,111,1,106052,106000,0,1,0,21,22,0,2038
"149623",20190303863000,20190303863001,0,39,1,2,3,0,1,81,1,30000,30000,0,1,0,21,22,1,515
"149634",20171203978900,20171203978902,0,31,1,2,1,0,1,111,1,30010,30000,0,1,0,21,22,0,1442
"149650",20181203835600,20181203835601,NA,56,0,1,2,0,1,92,1,80001,80000,0,1,0,28,22,0,853
"149673",20171203907500,20171203907501,0,51,1,1,4,0,1,123,1,172002,76000,0,1,0,27,27,0,923
"149704",20171203965200,20171203965201,0,41,0,1,4,0,1,81,1,80316,78800,0,1,0,21,22,0,1654
"149707",20171203927700,20171203927701,NA,55,0,1,1,0,1,73,1,50000,50000,0,1,0,21,22,0,962
"149708",20171203927700,20171203927702,NA,64,1,1,1,0,1,73,0,5,0,0,0,0,21,0,0,230
"149726",20181203862400,20181203862401,0,29,0,2,6,0,1,73,1,34500,33000,0,1,0,21,22,0,689
"149728",20171203919900,20171203919901,0,27,0,1,6,0,1,73,1,25000,25000,0,1,0,21,22,1,519
"149755",20181203859700,20181203859705,0,55,1,1,4,0,1,81,1,20000,20000,0,1,0,21,22,0,1500
"149756",20181203859700,20181203859706,0,35,1,8,6,0,1,111,1,29200,29000,0,1,0,21,22,0,375
"149758",20181203901300,20181203901302,NA,69,1,1,1,0,1,111,1,61296,61191,0,1,0,21,22,1,1360
"149763",20181203870800,20181203870801,NA,54,0,1,3,0,1,71,1,35000,35000,0,1,0,21,22,0,722
"149764",20181203870800,20181203870802,NA,31,0,1,4,0,1,73,1,22880,22880,0,1,0,21,22,0,600
"149789",20181203878500,20181203878501,0,27,1,2,6,0,1,73,1,37400,36400,0,1,0,21,22,0,700
"149813",20181203858400,20181203858401,NA,79,1,1,4,0,1,73,1,24000,7800,0,1,0,21,22,0,420
"149824",20181203835500,20181203835501,0,42,1,1,1,0,1,92,1,38600,35000,0,1,1,28,22,0,200
"149825",20181203835500,20181203835502,0,44,0,1,1,1,1,73,1,33061,29600,0,1,1,21,22,0,800
"149831",20181203845200,20181203845202,0,51,0,1,1,0,1,73,1,60000,60000,0,1,0,21,22,0,1154
"149837",20171203947800,20171203947802,NA,34,0,1,6,0,1,123,1,36000,36000,0,0,1,28,28,1,730
"149841",20181203882400,20181203882401,NA,60,0,1,1,0,1,73,1,26656,22000,0,1,0,28,28,0,400
"149842",20181203882400,20181203882402,NA,46,1,1,1,0,1,111,1,35000,35000,0,1,0,28,22,0,400
"149848",20181203853300,20181203853302,0,34,0,3,1,0,1,73,1,42801,42800,0,1,0,21,22,0,440
"149881",20181203907700,20181203907701,0,35,0,1,4,0,1,73,1,20100,20000,0,1,0,21,22,0,400
"149882",20181203907700,20181203907702,0,31,1,1,6,0,1,111,1,20100,20000,0,1,0,27,27,0,400
"149888",20171203962700,20171203962701,NA,47,0,1,1,1,1,73,1,58050,52000,0,1,0,21,22,1,769
"149889",20171203962700,20171203962702,NA,54,1,1,1,0,1,92,1,20001,20000,0,1,0,21,22,1,865
"149890",20171203962700,20171203962708,NA,21,0,1,6,0,1,81,1,35000,30000,0,1,0,21,22,1,225
"149891",20171203962700,20171203962703,NA,19,0,1,6,0,1,81,1,15000,15000,0,1,0,21,22,0,288
"149901",20181203854400,20181203854401,NA,32,0,1,1,0,1,73,1,33014,33000,0,1,0,21,22,0,531
"149902",20181203854400,20181203854402,NA,35,1,1,1,0,1,91,1,60024,60000,0,1,0,21,22,0,180
"149919",20171203927600,20171203927601,NA,34,1,1,6,0,1,111,1,50000,50000,0,1,0,21,22,0,884
"149927",20171203926600,20171203926602,NA,32,1,1,1,0,1,123,1,70400,70000,0,1,0,21,22,0,1346
"149928",20171203979100,20171203979101,NA,39,0,1,1,0,1,60,1,38000,38000,0,1,0,21,22,1,800
"149932",20171203964700,20171203964701,NA,31,0,8,6,0,1,73,1,56000,56000,0,0,0,25,25,1,480
"149940",20181203857000,20181203857001,NA,57,1,1,6,0,1,81,1,27542,27040,0,0,0,21,22,0,754
"149949",20181203883000,20181203883001,0,77,1,6,5,0,1,81,1,50000,50000,0,0,0,21,22,0,894
"149950",20181203838100,20181203838101,0,53,1,6,6,0,1,73,1,14000,14000,0,0,1,21,22,0,60
"149952",20181203838100,20181203838105,0,60,1,6,6,0,1,73,1,10200,10200,0,0,1,21,22,0,216
"149953",20181203838100,20181203838104,0,59,1,6,6,0,1,73,1,12000,12000,0,0,1,21,22,0,400
"149954",20181203838100,20181203838103,0,50,0,6,2,0,1,73,0,0,0,0,0,1,21,0,0,51
"149957",20181203907100,20181203907102,NA,25,0,1,1,0,1,81,1,20000,20000,0,0,1,21,22,0,400
"149958",20181203907100,20181203907103,NA,26,1,1,1,0,1,81,1,20000,20000,0,0,1,21,22,0,400
"149991",20171203914600,20171203914601,NA,37,0,1,1,0,1,111,1,110359,110000,0,1,0,21,22,0,2115
"149992",20171203914600,20171203914602,NA,36,1,1,1,0,1,123,1,90151,60000,0,1,0,21,22,0,1154
"149994",20171203980600,20171203980601,NA,39,0,1,1,0,1,73,1,19170,19154,0,1,0,21,22,0,NA
"149995",20171203980600,20171203980602,NA,44,1,1,1,0,1,73,1,65813,60000,0,1,0,21,22,0,1154
"150000",20190303877800,20190303877801,NA,58,1,6,1,0,1,92,1,81350,81000,0,1,0,21,22,0,1440
"150001",20190303877800,20190303877802,NA,58,0,6,1,0,1,73,1,155600,150000,0,1,0,21,22,0,640
"150007",20181203888700,20181203888701,NA,43,1,2,1,0,1,123,1,110030,110000,0,1,0,27,27,1,1288
"150008",20181203888700,20181203888702,NA,45,0,2,1,0,1,123,1,80001,80000,0,1,0,27,27,0,1000
"150017",20181203911300,20181203911301,0,47,1,1,6,0,1,73,1,14000,14000,0,0,1,21,22,0,360
