"","CPSID","CPSIDP","public_housing","age","female","race","marital_status","veteran","employed","education","worked_last_year","total_income_last_year","wage_income_last_year","own_farm_income_last_year","private_health_insurance","medicaid","class_of_worker","class_of_worker_last_year","union","earnings"
"150041",20171203975100,20171203975102,NA,43,1,6,1,0,1,124,1,215050,200000,0,1,0,21,22,0,2885
"150052",20181203873700,20181203873701,NA,55,1,2,1,0,1,123,1,45001,45000,0,1,0,21,22,1,1000
"150053",20181203873700,20181203873702,NA,59,0,2,1,1,1,125,1,99001,99000,0,1,0,21,22,0,2885
"150054",20181203873700,20181203873703,NA,31,1,2,4,0,1,111,1,35001,35000,0,0,0,21,22,0,897
"150758",20181206698900,20181206698901,NA,62,0,1,1,0,1,81,1,60500,58000,0,1,0,21,22,0,1730
"150759",20181206698900,20181206698902,NA,57,1,1,1,0,1,81,1,28000,28000,0,1,0,21,22,0,575
"150791",20181206707400,20181206707402,NA,49,1,1,1,0,1,123,1,64101,64000,0,1,0,27,27,1,1231
"150792",20181206707400,20181206707404,NA,21,0,1,6,0,1,73,1,13202,13200,0,1,0,21,22,1,920
"150793",20181206707400,20181206707403,NA,18,0,1,6,0,1,73,1,3835,2000,0,1,0,21,22,1,920
"150813",20181206692900,20181206692901,NA,28,0,1,1,0,1,73,1,38000,38000,0,1,0,28,28,1,981
"150825",20171206823500,20171206823501,NA,48,1,1,1,0,1,92,1,19600,9600,0,1,0,27,27,0,240
"150826",20171206823500,20171206823502,NA,50,0,1,1,1,1,92,1,40800,40800,0,1,0,28,28,0,785
"150875",20171206821100,20171206821101,0,28,0,1,1,0,1,92,1,46000,46000,0,0,0,21,22,0,550
"150876",20171206821100,20171206821102,0,27,1,1,1,0,1,73,1,45000,45000,0,1,0,21,22,0,450
"150879",20171206817500,20171206817502,NA,47,1,1,1,0,1,60,1,32001,32000,0,0,1,21,22,0,440
"150900",20181206699000,20181206699001,NA,56,0,3,1,0,1,73,1,60005,60000,0,1,0,21,22,1,1154
"150902",20181206689800,20181206689801,NA,54,0,1,4,0,1,111,1,71900,67500,0,1,0,27,27,1,1404
"150903",20171206821400,20171206821401,NA,51,1,1,1,0,1,73,1,49511,49500,0,1,0,27,27,1,952
"150904",20171206821400,20171206821402,NA,53,0,1,1,0,1,30,1,131222,131200,0,1,0,21,22,0,2523
"150908",20190106713100,20190106713101,0,26,0,1,6,0,1,81,1,7000,7000,0,0,1,21,22,0,520
"150920",20181206691300,20181206691302,0,33,1,8,1,0,1,73,1,42000,40000,0,1,1,21,22,0,1154
"150928",20181206693600,20181206693601,NA,55,1,1,6,0,1,123,1,140001,140000,0,1,0,21,27,1,1000
"150931",20181206693600,20181206693604,NA,57,0,1,6,0,1,123,1,55001,55000,0,1,0,28,22,0,1923
"150939",20171206822800,20171206822804,NA,25,1,1,6,0,1,81,1,30001,30000,0,0,0,21,22,0,276
"150940",20171206822800,20171206822803,NA,63,0,1,1,0,1,111,1,18065,4000,0,0,0,21,22,0,1100
"150941",20171206822800,20171206822802,NA,61,1,1,1,0,1,81,1,20001,20000,0,0,0,21,22,0,1923
"150961",20181206706500,20181206706502,NA,56,1,1,1,0,1,81,1,46010,46000,0,1,0,21,28,0,564
"150971",20181206702300,20181206702301,0,23,1,1,6,0,1,111,1,65727,10500,0,1,0,21,22,0,438
"150972",20181206702300,20181206702302,0,36,0,1,6,0,1,111,1,20001,20000,0,1,0,21,22,0,1730
"150974",20181206708100,20181206708101,0,60,1,1,1,0,1,81,1,24001,24000,0,1,0,21,22,1,510
"150975",20181206708100,20181206708102,0,53,0,1,1,1,1,81,1,178770,175000,0,1,0,28,22,0,720
"150976",20181206708100,20181206708103,0,26,0,1,6,0,1,91,1,8000,8000,0,0,0,21,22,0,488
"151125",20181206717700,20181206717701,NA,31,0,1,1,1,1,92,1,36551,36500,0,1,0,27,27,1,481
"151126",20181206717700,20181206717702,NA,31,1,1,1,0,1,73,1,38249,38200,0,1,0,21,22,0,600
"151135",20171206827900,20171206827901,0,63,1,1,4,0,1,73,1,47416,28000,0,1,0,21,22,0,540
"151203",20181206700200,20181206700201,0,31,0,1,1,0,1,10,1,18000,18000,0,0,0,21,22,0,500
"151204",20181206700200,20181206700202,0,32,1,1,1,0,1,71,1,18400,18400,0,0,0,21,22,0,480
"151209",20181206699700,20181206699702,NA,40,0,1,1,0,1,111,1,128013,76600,40000,1,0,21,22,0,1615
"151243",20181206694100,20181206694101,1,22,0,6,4,0,1,73,1,4950,4950,0,0,0,25,22,1,305
"151245",20181206693800,20181206693802,0,31,1,1,1,0,1,73,1,34113,34112,0,1,0,21,22,0,656
"151258",20171206815500,20171206815503,0,19,0,1,6,0,1,73,1,25000,25000,0,0,1,21,22,0,769
"151275",20171206813500,20171206813503,0,46,0,1,1,0,1,123,1,40000,40000,0,1,0,21,22,0,990
"151429",20181206714000,20181206714001,0,29,1,1,1,0,1,73,1,24001,24000,0,0,0,21,22,0,520
"151430",20181206714000,20181206714002,0,34,0,1,1,0,1,73,1,24001,24000,0,0,0,21,22,0,520
"151438",20171206833400,20171206833401,NA,41,0,1,1,0,1,111,1,125277,125000,0,1,0,21,22,0,2885
"151445",20181206710300,20181206710301,0,56,0,1,1,0,1,73,1,36000,36000,0,1,0,21,22,0,692
"151485",20171206823900,20171206823902,NA,76,0,1,1,0,1,123,1,102126,50000,0,1,0,21,22,1,1923
"151539",20171206725500,20171206725501,NA,51,0,1,1,0,1,111,1,255430,250000,0,1,0,21,22,0,2885
"151540",20171206725500,20171206725502,NA,45,1,1,1,0,1,124,1,406120,400000,0,1,0,21,22,0,2885
"151550",20171206726500,20171206726501,0,28,0,1,1,0,1,111,1,36000,36000,0,0,1,21,22,0,615
"151560",20171206747600,20171206747605,NA,18,1,6,6,0,1,81,1,2432,2430,0,0,1,27,27,0,180
"151561",20171206747600,20171206747603,NA,18,0,6,6,0,1,81,0,5,0,0,0,1,21,0,0,205
"151575",20181206607400,20181206607401,NA,40,0,1,1,0,1,111,1,72075,72000,0,1,0,21,22,1,1385
"151576",20181206607400,20181206607402,NA,35,1,1,1,0,1,73,1,60075,60000,0,1,0,21,22,0,1154
"151587",20181206628900,20181206628901,NA,60,0,1,4,1,1,111,1,123106,115000,0,1,0,21,22,0,2212
"151588",20171206728900,20171206728901,NA,33,0,1,1,0,1,123,1,100048,100000,0,1,0,21,22,1,1923
"151589",20171206728900,20171206728902,NA,32,1,1,1,0,1,123,1,60375,60000,0,1,0,27,27,0,1154
"151592",20171206742600,20171206742601,NA,55,0,6,1,0,1,125,1,150425,150000,0,1,0,21,22,0,2885
"151593",20171206742600,20171206742602,NA,50,1,6,1,0,1,73,1,30425,30000,0,1,0,21,22,0,577
"151597",20171206741600,20171206741601,1,71,1,1,5,0,1,2,1,21600,12000,0,0,0,21,22,0,250
"151601",20181206656700,20181206656702,NA,63,0,1,1,0,1,123,1,142229,100000,0,1,0,25,25,1,1923
"151619",20181206663300,20181206663301,NA,55,0,1,1,0,1,40,1,80200,80000,0,1,0,25,25,1,900
"151620",20181206663300,20181206663302,NA,47,1,1,1,0,1,111,1,75200,75000,0,1,0,25,25,1,1076
"151682",20181206681700,20181206681701,NA,33,0,8,4,0,1,111,1,70002,65000,0,1,0,21,22,0,1250
"151683",20181206681700,20181206681702,NA,32,1,1,4,0,1,111,1,55002,53000,0,1,0,21,22,0,1019
"151691",20181206674500,20181206674501,0,27,1,1,1,0,1,91,1,13200,13200,0,0,1,21,22,0,600
"151692",20181206674500,20181206674502,0,29,0,1,1,0,1,111,1,54000,54000,0,0,1,21,22,0,1090
"151700",20181206645000,20181206645001,NA,35,1,1,1,0,1,92,1,70040,65000,0,1,0,21,22,1,1250
"151701",20181206645000,20181206645002,NA,35,0,1,1,0,1,91,1,72801,70000,0,1,0,21,22,1,1346
"151736",20171206824100,20171206824102,NA,61,1,1,1,0,1,123,1,85000,85000,0,1,0,28,28,1,1635
"151751",20181206711800,20181206711801,0,51,1,1,4,0,1,40,1,26000,26000,0,1,0,21,22,0,480
"151760",20171206833700,20171206833701,1,35,0,3,1,0,1,73,1,35000,35000,0,0,1,21,22,0,1200
"151787",20171206829200,20171206829202,0,36,0,1,1,0,1,73,1,65002,65000,0,0,0,21,22,0,1250
"151788",20171206829200,20171206829203,0,40,1,1,1,0,1,73,1,9288,9288,0,0,0,21,22,0,144
"151794",20181206718800,20181206718801,0,23,0,1,6,0,1,81,1,31000,31000,0,0,0,21,22,0,845
"151795",20181206718800,20181206718802,0,24,0,1,2,0,1,73,1,37000,37000,0,0,0,21,22,0,650
"151797",20171206824500,20171206824502,NA,41,1,1,1,0,1,81,1,10010,10000,0,1,0,28,28,1,411
"151798",20171206824500,20171206824505,NA,15,0,1,6,NA,1,40,1,805,800,0,0,1,21,22,0,69
"151905",20171206794100,20171206794101,NA,56,1,1,4,0,1,81,1,82720,39000,0,1,0,27,27,0,231
"151915",20171206789900,20171206789904,0,52,1,1,4,0,1,60,1,18000,18000,0,0,0,21,22,0,473
"151944",20171206786400,20171206786402,NA,44,1,1,1,0,1,111,1,72026,58000,0,1,0,21,22,1,1846
"151945",20171206786400,20171206786404,NA,43,1,6,1,0,1,111,1,56025,53000,0,1,0,21,22,0,1038
"151959",20181206674300,20181206674301,NA,52,1,1,4,0,1,81,1,61137,46000,0,1,0,21,22,1,800
"151961",20181206680900,20181206680901,NA,60,1,1,4,0,1,73,1,25001,25000,0,1,0,21,22,0,504
"151982",20181206675200,20181206675201,NA,56,0,1,4,0,1,92,1,110002,100000,0,1,0,21,22,0,1923
"151983",20181206681200,20181206681201,0,55,0,1,2,1,1,73,1,38010,38000,0,1,0,21,22,0,962
"151985",20181206676400,20181206676402,NA,61,0,3,1,0,1,73,1,35000,35000,0,1,0,21,22,1,1730
"151991",20181206664500,20181206664502,NA,48,0,1,6,1,1,91,1,34000,34000,0,1,0,21,22,0,680
"151992",20171206780100,20171206780101,0,28,1,1,1,0,1,73,1,45001,45000,0,1,1,21,22,0,1154
"151993",20171206780100,20171206780102,0,28,0,1,1,0,1,73,1,10500,10000,0,1,1,21,22,0,610
"152105",20171206729900,20171206729901,0,33,0,8,6,0,1,111,1,57015,55000,0,1,0,21,22,0,1058
"152106",20171206722300,20171206722301,0,65,1,1,4,0,1,111,1,70425,70000,0,1,0,21,22,0,1346
"152107",20171206722300,20171206722302,0,31,1,1,6,0,1,73,1,43000,43000,0,0,0,21,22,0,860
"152110",20181206650200,20181206650202,NA,39,1,1,6,0,1,92,1,13050,13000,0,1,0,21,22,0,387
"152111",20181206609700,20181206609701,NA,34,0,6,1,0,1,123,1,180742,180000,0,1,0,21,22,0,2885
"152112",20181206609700,20181206609702,NA,35,1,6,1,0,1,124,1,91129,90000,0,1,0,21,22,0,2885
"152115",20181206651000,20181206651001,NA,29,1,1,6,0,1,123,1,60007,60000,0,1,0,28,28,1,1154
"152125",20171206727600,20171206727601,NA,51,1,1,1,0,1,123,1,110650,110000,0,1,0,28,28,1,1615
"152126",20171206727600,20171206727602,NA,49,0,1,1,0,1,123,1,70507,70000,0,1,0,27,27,1,1385
"152135",20171206739600,20171206739601,0,30,0,6,6,0,1,123,1,130230,130000,0,1,0,21,22,0,2500
"152160",20171206801000,20171206801001,NA,45,1,1,5,0,1,91,1,17000,17000,0,1,0,21,22,0,179
"152162",20171206801000,20171206801003,NA,30,0,3,6,0,1,73,1,29000,29000,0,0,0,21,22,0,300
"152165",20181206620400,20181206620401,0,48,1,1,1,0,1,91,1,50000,50000,0,1,0,27,22,0,720
"152202",20171206759600,20171206759601,NA,41,0,1,1,0,1,123,1,132221,120000,0,1,0,21,22,1,2200
"152203",20171206759600,20171206759602,NA,38,1,1,1,0,1,123,1,77462,70000,0,1,0,21,22,1,1800
"152206",20171206757200,20171206757201,0,33,0,1,1,0,1,111,1,86090,80000,0,1,0,21,22,0,1604
"152207",20171206757200,20171206757202,0,36,1,6,1,0,1,123,1,35050,34760,0,1,0,21,22,0,750
"152209",20181206642600,20181206642601,0,23,0,1,6,0,1,111,1,105482,102500,0,1,0,21,22,0,1971
"152210",20171206792100,20171206792101,0,34,1,1,6,0,1,73,1,42000,42000,0,1,0,28,28,1,808
"152217",20171206740600,20171206740601,0,53,0,1,4,0,1,81,1,126211,125000,0,1,0,21,22,0,2538
"152225",20171206769700,20171206769701,0,58,0,1,1,0,1,111,1,103552,100000,0,1,0,21,22,0,2019
"152234",20181206641100,20181206641102,NA,52,0,1,1,0,1,124,1,171917,170000,0,1,0,27,27,0,2885
"152235",20181206641100,20181206641103,NA,23,1,1,6,0,1,111,1,25701,25000,0,1,0,21,22,0,750
"152252",20181206610000,20181206610001,NA,57,0,1,1,1,1,111,1,147589,79000,0,1,0,28,22,1,2880
"152253",20181206610000,20181206610002,NA,55,1,1,1,0,1,123,1,93000,93000,0,1,0,21,28,0,323
"152257",20181206616400,20181206616401,NA,31,0,6,6,0,1,91,1,65560,65000,0,1,0,21,22,0,1250
"152272",20171206771800,20171206771801,NA,31,0,2,6,0,1,81,1,120000,120000,0,1,0,21,22,0,1500
"152281",20171206748000,20171206748001,NA,40,1,6,5,0,1,92,1,79296,76000,0,1,0,21,22,0,1269
"152282",20171206742500,20171206742501,NA,54,1,1,1,0,1,123,1,16156,10000,0,1,0,21,22,0,208
"152283",20171206742500,20171206742502,NA,61,0,1,1,1,1,123,1,172357,150000,0,1,0,21,22,0,2885
"152285",20171206792200,20171206792201,NA,48,0,1,1,0,1,81,1,82605,76000,0,1,0,25,25,1,1667
"152286",20171206792200,20171206792202,NA,42,1,6,1,0,1,111,1,55205,54000,0,1,0,28,28,0,1338
"152287",20171206792200,20171206792203,NA,18,0,8,6,0,1,71,1,8536,8500,0,1,0,21,22,0,216
"152294",20171206719600,20171206719601,0,29,1,1,6,0,1,111,1,44884,44847,0,1,0,21,22,0,862
"152295",20181206688100,20181206688101,0,45,0,1,1,0,1,73,1,77135,72000,0,1,0,21,22,0,1385
"152297",20181206688100,20181206688104,0,15,1,1,6,NA,1,30,1,1600,1600,0,1,0,21,22,0,200
"152299",20181206677400,20181206677401,NA,54,0,1,1,0,1,111,1,164350,60000,0,1,0,21,22,0,1600
"152300",20181206677400,20181206677402,NA,46,1,6,1,0,1,111,1,251600,150000,0,1,0,21,22,0,2885
"152303",20181206613200,20181206613201,NA,30,0,1,1,0,1,111,1,151026,150000,0,1,0,21,22,0,2885
"152307",20181206630300,20181206630301,0,38,0,6,1,0,1,123,1,150410,150000,0,1,0,21,22,0,2885
"152311",20171206765300,20171206765301,0,28,1,1,1,0,1,81,1,25000,25000,0,1,0,21,28,0,455
"152312",20171206765300,20171206765302,0,30,0,1,1,0,1,73,1,70350,70000,0,1,0,21,22,0,1280
"152315",20171206777200,20171206777201,NA,31,0,1,1,0,1,92,1,24000,24000,0,1,0,21,22,0,462
"152316",20171206777200,20171206777202,NA,30,1,1,1,0,1,81,1,16000,16000,0,1,0,21,22,0,308
"152325",20171206765800,20171206765801,0,35,1,1,1,0,1,73,1,15000,15000,0,0,1,21,22,1,353
"152326",20171206765800,20171206765802,0,31,0,1,1,0,1,73,1,18000,18000,0,0,1,21,22,0,808
"152335",20171206775200,20171206775201,NA,35,0,1,1,0,1,81,1,46231,45700,0,1,0,27,27,1,846
"152336",20171206775200,20171206775202,NA,28,1,6,1,0,1,111,1,38693,37500,0,1,0,27,27,0,256
"152342",20171206721800,20171206721801,NA,32,0,1,1,0,1,123,1,111550,70000,0,1,0,21,22,0,1442
"152343",20171206721800,20171206721802,NA,35,1,1,1,0,1,123,1,203551,200000,0,1,0,21,22,0,2885
"152350",20181206614000,20181206614001,NA,40,0,1,4,0,1,111,1,85100,85000,0,1,0,21,22,0,1792
"152385",20181206621900,20181206621901,NA,26,1,1,6,0,1,111,1,125733,124400,0,1,0,21,22,0,2392
"152390",20181206632300,20181206632301,0,20,1,8,6,0,1,81,1,34966,9965,0,1,0,27,27,0,275
"152397",20180106768600,20180106768601,NA,33,1,1,6,0,1,123,1,41000,33000,0,1,0,21,22,0,750
"152414",20171206782000,20171206782001,0,54,0,1,2,0,1,81,1,70451,70000,0,1,0,21,22,0,1442
"152442",20181206682400,20181206682402,NA,47,1,1,1,0,1,73,1,24000,24000,0,1,0,21,22,0,375
"152455",20181206622400,20181206622401,0,26,1,1,1,0,1,111,1,31200,31200,0,0,0,21,22,0,600
"152456",20181206622400,20181206622402,0,31,0,1,1,0,1,73,1,30000,30000,0,0,0,21,22,0,600
"152457",20181206622400,20181206622404,0,28,0,1,6,0,1,73,1,22000,22000,0,0,0,21,22,0,391
"152458",20181206622400,20181206622403,0,27,0,1,6,0,1,73,1,35000,35000,0,0,0,21,22,0,900
"152467",20181206688200,20181206688202,0,61,1,1,2,0,1,73,1,47002,47000,1,1,0,21,22,0,731
"152471",20181206621400,20181206621401,0,33,1,2,4,0,1,73,1,20000,20000,0,1,0,21,22,0,150
"152486",20181206636300,20181206636301,NA,46,0,2,4,0,1,111,1,80186,79000,0,1,0,21,22,0,1600
"152488",20181206633200,20181206633202,NA,38,1,6,6,0,1,111,1,78600,78600,0,1,0,21,22,0,1603
"152506",20181206630800,20181206630801,0,36,0,1,6,0,1,111,1,136055,125000,0,1,0,21,22,0,2550
"152508",20181206630800,20181206630803,0,34,1,1,6,0,1,123,1,160010,150000,0,1,0,21,22,0,2885
"152511",20171206734800,20171206734801,0,32,0,1,6,0,1,81,1,39111,39095,0,1,0,21,22,0,810
"152512",20171206734800,20171206734802,0,32,1,1,6,0,1,92,1,31291,31271,0,1,1,21,22,0,724
"152517",20181206671500,20181206671502,NA,58,0,1,1,0,1,111,1,309955,305000,0,1,0,21,22,0,1600
"152518",20181206671500,20181206671503,NA,23,1,1,6,0,1,111,1,50001,50000,0,1,0,21,22,0,1120
"152554",20171206746100,20171206746101,NA,54,0,1,4,0,1,91,1,111526,111500,0,1,0,21,22,0,2250
"152569",20171206797500,20171206797501,0,38,1,1,1,0,1,111,1,46470,46000,0,1,0,21,22,0,885
"152570",20171206797500,20171206797502,0,43,0,1,1,0,1,111,1,35500,35000,0,1,0,21,22,0,673
"152572",20181206616900,20181206616901,NA,52,0,1,1,0,1,111,1,85000,65000,0,1,0,21,22,0,1250
"152598",20181206650400,20181206650401,NA,64,0,1,1,0,1,123,1,95830,79800,0,1,0,21,22,0,1535
"152601",20181206650400,20181206650404,NA,22,1,1,6,0,1,81,1,12801,10401,0,1,0,21,22,0,154
"152602",20181206677900,20181206677901,NA,46,0,1,1,0,1,81,1,102698,102000,0,1,0,28,28,1,1890
"152603",20181206677900,20181206677902,NA,50,1,1,1,0,1,81,1,46000,46000,0,1,0,21,22,0,1000
"152604",20181206677900,20181206677905,NA,23,0,1,6,1,1,73,1,29000,29000,0,1,0,21,25,0,640
"152605",20181206677900,20181206677904,NA,20,1,1,6,0,1,73,1,30000,30000,0,1,0,21,22,0,255
"152613",20181206609800,20181206609801,NA,68,0,1,1,0,1,81,1,101117,65000,0,1,0,21,22,0,1250
"152614",20181206609800,20181206609802,NA,64,1,1,1,0,1,111,0,1047,0,0,1,0,28,0,1,150
"152631",20171206777300,20171206777301,NA,33,0,1,1,0,1,111,1,98106,90000,0,1,0,21,22,0,1731
"152645",20181206633000,20181206633001,NA,47,0,1,1,0,1,111,1,162202,140000,0,1,0,21,22,1,1615
"152669",20181206609100,20181206609101,0,29,0,6,1,0,1,111,1,250020,250000,0,1,0,21,22,0,2885
"152671",20171206758600,20171206758601,0,29,0,1,6,0,1,73,1,29000,29000,0,1,0,21,22,0,283
"152686",20181206624800,20181206624802,0,42,1,3,1,0,1,91,1,100000,100000,0,1,0,21,22,0,1884
"152687",20181206624800,20181206624803,0,18,0,3,6,0,1,73,1,29000,29000,0,1,0,21,22,0,525
"152698",20181206608000,20181206608001,0,34,0,6,6,0,1,111,1,96002,92000,0,1,0,21,22,0,865
"152699",20181206608000,20181206608005,0,29,0,6,2,0,1,123,1,93008,93000,0,1,0,21,22,0,865
"152700",20181206608000,20181206608004,0,28,0,6,6,0,1,123,1,120050,120000,0,1,0,21,22,0,865
"152723",20171206730700,20171206730701,0,31,1,1,6,0,1,124,1,57021,55000,0,1,0,27,27,1,1096
"152742",20181206643500,20181206643501,NA,61,1,1,6,0,1,123,1,15596,13571,0,1,0,21,22,0,192
"152758",20181206619400,20181206619401,0,29,0,8,6,0,1,73,1,38005,36000,0,1,0,21,22,0,1138
"152763",20181206626500,20181206626501,0,48,1,6,1,0,1,111,1,75252,75000,0,1,0,21,22,0,2500
"152790",20171206751400,20171206751402,0,25,1,6,6,0,1,111,1,55500,55000,0,1,0,21,22,0,1923
"153225",20181206648500,20181206648501,0,48,1,1,1,0,1,81,1,4220,4200,0,0,0,21,22,0,253
"153226",20181206648500,20181206648502,0,48,0,1,1,0,1,60,1,59637,59000,0,0,0,21,22,0,440
"153230",20181206656000,20181206656001,0,30,1,1,6,0,1,73,1,36400,36400,0,0,1,21,22,1,700
"153244",20181206670600,20181206670601,NA,32,0,6,1,0,1,111,1,85000,85000,0,1,0,21,22,1,1663
"153248",20171206749600,20171206749602,NA,66,1,1,1,0,1,111,0,146360,0,0,1,0,21,0,0,219
"153278",20181206669700,20181206669701,NA,58,0,1,1,0,1,111,1,166591,155000,0,1,0,21,22,1,2885
"153289",20171206797300,20171206797301,0,65,1,2,6,0,1,111,1,41600,41600,0,1,0,21,22,0,800
"153298",20181206666300,20181206666302,NA,46,0,2,1,0,1,123,1,201006,200000,0,1,0,21,22,0,2885
"153312",20181206668900,20181206668902,NA,38,1,6,1,0,1,30,1,36400,36400,0,0,0,21,22,0,700
"153316",20181206642400,20181206642401,0,58,1,1,4,0,1,111,1,85332,85000,0,1,0,21,22,0,1808
"153318",20181206642400,20181206642403,0,25,0,1,6,0,1,73,1,56229,49000,0,0,0,21,22,0,640
"153331",20181206660400,20181206660402,NA,57,0,1,1,0,1,73,1,100010,100000,0,1,0,21,22,1,1800
"153332",20181206660400,20181206660403,NA,21,0,1,6,0,1,73,1,7000,7000,0,1,0,21,22,0,850
"153344",20181206611800,20181206611802,0,34,1,6,1,0,1,111,1,32020,32000,0,1,0,21,22,0,740
"153345",20171206753600,20171206753601,NA,38,0,6,4,0,1,81,1,85430,80000,0,1,0,21,22,0,1538
"153347",20181206640800,20181206640801,0,26,0,1,1,0,1,73,1,42801,42800,0,0,1,21,22,0,880
"153348",20181206640800,20181206640802,0,27,1,1,1,0,1,73,1,9005,0,0,0,1,21,13,0,375
"153358",20171206718700,20171206718701,NA,57,0,1,1,0,1,111,1,362115,350000,0,1,0,21,22,0,2885
"153370",20171206801400,20171206801401,NA,65,1,1,1,0,1,92,1,22843,20000,0,1,0,28,28,1,700
"153377",20171206746400,20171206746401,NA,59,0,1,1,0,1,81,1,70250,70000,0,1,0,21,22,1,1346
"153378",20171206746400,20171206746402,NA,58,1,1,1,0,1,73,1,30050,30000,0,1,0,21,22,0,577
"153387",20181206684500,20181206684501,0,29,0,1,1,0,1,125,1,75106,75000,0,1,0,21,22,0,1442
"153388",20181206684500,20181206684502,0,30,1,1,1,0,1,125,1,35077,35000,0,1,0,21,22,0,1923
"153409",20181206658100,20181206658101,NA,52,0,2,6,1,1,73,1,105010,105000,0,1,0,21,22,1,1745
"153427",20181206639800,20181206639801,NA,21,1,1,6,0,1,73,1,32000,22000,0,0,1,21,22,0,272
"153428",20181206639800,20181206639802,NA,21,1,1,6,0,1,73,1,22300,22300,0,0,1,21,22,0,400
"153430",20181206661100,20181206661102,0,39,0,1,1,0,1,73,1,38000,38000,0,0,1,21,22,0,731
"153438",20181206682200,20181206682201,0,29,0,1,1,0,1,92,1,58004,58000,0,1,0,21,22,0,700
"153439",20181206682200,20181206682204,0,24,1,1,1,0,1,73,1,31201,31200,0,1,0,21,22,0,400
"153443",20181206654100,20181206654101,NA,52,1,1,1,0,1,73,1,45100,45000,0,1,0,21,22,1,769
"153444",20181206654100,20181206654102,NA,54,0,1,1,0,1,73,1,50100,50000,0,1,0,21,22,1,962
"153445",20181206654100,20181206654103,NA,27,1,1,4,0,1,73,1,40100,40000,0,1,0,21,22,1,928
"153448",20171206750300,20171206750301,NA,51,1,6,4,0,1,111,1,74255,70000,0,0,0,21,22,0,760
"153449",20171206750300,20171206750304,NA,56,1,6,4,0,1,111,1,49001,49000,0,0,0,25,27,0,520
"153450",20171206750300,20171206750305,NA,49,0,6,4,0,1,111,1,75000,75000,0,0,0,25,25,0,2885
"153451",20171206750300,20171206750303,NA,47,0,6,2,0,1,73,1,67000,67000,0,0,1,21,22,0,400
"153466",20181206670100,20181206670101,0,43,1,1,1,0,1,92,1,98600,97000,0,1,0,21,22,0,1576
"153467",20181206670100,20181206670102,0,39,0,1,1,0,1,30,1,32000,32000,0,1,0,21,22,0,1300
"153468",20181206670100,20181206670103,0,21,0,1,6,0,1,73,1,45000,45000,0,1,0,21,22,0,640
"153638",20180306734600,20180306734602,0,33,0,1,6,0,1,91,1,135001,135000,0,1,0,21,22,0,2088
"153652",20181206644300,20181206644301,0,47,0,1,1,0,1,40,1,48000,48000,0,1,0,21,22,0,1000
"153694",20181206678600,20181206678601,NA,36,1,1,1,0,1,111,1,70005,68000,0,1,0,21,22,1,1308
"153695",20181206678600,20181206678602,NA,38,0,1,1,0,1,123,1,152003,150000,0,1,0,21,22,0,2885
"153738",20171206803700,20171206803702,NA,58,0,1,1,0,1,111,1,151700,151000,0,1,0,21,22,0,2885
"153739",20171206803700,20171206803701,NA,57,1,1,1,0,1,111,1,65512,65500,0,1,0,21,22,0,1260
"153775",20171206763700,20171206763701,NA,44,1,1,6,0,1,123,1,115000,110000,0,1,0,21,22,0,2115
"153777",20171206790900,20171206790902,0,37,0,1,1,0,1,123,1,107825,100000,0,1,0,21,22,0,1923
"153785",20181206684000,20181206684001,NA,31,1,1,6,0,1,73,1,43000,43000,0,1,0,21,22,0,500
"153789",20181206688900,20181206688901,NA,35,0,6,1,0,1,123,1,161000,160000,0,1,0,21,22,0,2885
"153795",20171206775700,20171206775701,NA,59,1,1,1,0,1,81,1,59700,59700,0,1,0,21,22,0,1148
"153796",20171206775700,20171206775702,NA,59,0,1,1,0,1,111,1,173001,173000,0,1,0,21,22,0,2885
"153811",20181206676000,20181206676001,0,50,0,1,4,1,1,73,1,75500,74000,0,1,0,21,22,1,350
"153816",20181206619900,20181206619901,0,29,0,8,6,0,1,111,1,63050,63000,0,1,0,21,22,0,1212
"153837",20171206726200,20171206726202,0,55,0,1,4,0,1,20,1,19000,19000,0,0,1,21,22,0,365
"153931",20171206797900,20171206797901,NA,40,0,1,1,0,1,123,1,104528,102000,0,1,0,21,22,1,1925
"153932",20171206797900,20171206797902,NA,34,1,1,1,0,1,123,1,46027,45000,0,1,0,28,28,1,1192
"153966",20181206627000,20181206627001,0,29,0,1,1,0,1,92,1,18070,18000,0,1,0,21,22,0,400
"153967",20181206627000,20181206627002,0,25,1,1,1,0,1,81,1,18000,18000,0,1,0,21,22,0,792
"153975",20171206790600,20171206790601,NA,35,0,1,1,0,1,73,1,91020,89000,0,1,0,21,22,0,1160
"153976",20171206790600,20171206790602,NA,32,1,1,1,0,1,73,1,30105,30000,0,1,0,21,22,0,928
